land_id,nickname,describe,share_users,range
7bcb9f59-dfb9-4416-b426-fd1a11276729,[体育部] 红魔馆,[体育部] 合作社 koumakan,,"(2088,-64,-628)→(2394,320,-383)[主世界]"
40EFEFA7BCA8,红石,,,"(1799,-64,5395)→(1863,320,5512)[主世界]"
B3DCA7AFAEC9,[SITE-■4[异世节点]] 刷沙机,[SITE-■4[异世节点]] 刷沙机,,"(5359,61,-748)→(5378,75,-731)[主世界]"
3171CC577071,烈焰棒,,,"(-1268,66,1570)→(-1263,70,1575)[下界]"
fc87a54a-2d65-4afc-8cd7-a419451dc22f,内鬼家,,[未知:2535471736122836],"(1586,-64,-1661)→(1639,320,-1574)[主世界]"
0B50570A4CE7,,,,"(2999,-64,-2464)→(3029,320,-2405)[主世界]"
EDFBC70F61E5,卯月村,,,"(3895,90,-414)→(3898,91,-411)[主世界]"
84063F1A8E5C,,,,"(-7501,58,2327)→(-7496,59,2330)[末地]"
CA65A0F63323,监狱,,,"(2144,89,1444)→(2150,93,1446)[主世界]"
68C963F1560B,,,,"(2166,-64,705)→(2172,320,713)[主世界]"
FF7B32628552,大东北,,"AntimatterCorp, Shiroha77","(3050,67,-2158)→(3054,69,-2154)[主世界]"
6057CBCE2291,超大蘑菇岛,,,"(-1087,79,-600)→(-1084,80,-597)[主世界]"
68BAFB731050,餐厅,,,"(1492,-64,5379)→(1496,320,5383)[主世界]"
B9735EA7DE44,猪人塔,,ImaoyueI,"(-4448,62,-4912)→(-4433,234,-4881)[主世界]"
8DF641701688,[卯月村供销合作社] Doctor的田,"此领地属于 卯月村供销合作社 合作社的公有领地
Doctor的田","DoctorL06, ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(2157,63,758)→(2221,69,788)[主世界]"
F94D4D9736D8,琥珀的绝对领域?,,,"(11483,62,-6126)→(11521,63,-6045)[主世界]"
EBA8D8AAAB29,未命名,,,"(-22,15,-116)→(-20,17,-115)[下界]"
FE9A790DCB59,玛莉的山居,,"[未知:2535411716292234], ImaoyueI","(6494,-17,-5582)→(6513,-13,-5562)[主世界]"
7ACBF77155E2,[MyGO!!!!!] 凋零骷髅塔[地狱],"此领地属于 MyGO!!!!! 合作社的公有领地
凋零骷髅塔[地狱]","[未知:2535411716292234], Qiyushishuji, [未知:2535409442693219]","(7035,0,7482)→(7163,128,7605)[下界]"
BA108778A26E,[樱树乡] 合作社 30,[樱树乡] 合作社 30,"Nacho Cat China, Carmen789321","(2880,-64,1472)→(2927,320,1613)[主世界]"
864DA1C7B0E7,,,,"(3891,-64,3043)→(3897,320,3054)[主世界]"
D0834CED8BFB,,,"[未知:2535471736122836], [未知:2535444899866544]","(5211,25,2740)→(5222,41,2748)[主世界]"
65F42217C63E,,,,"(-266,63,157)→(-261,67,162)[主世界]"
AE157EBB4549,地狱,,,"(304,11,-323)→(304,15,-320)[下界]"
2186E7325A0A,村庄,,,"(108506,63,121609)→(108510,66,121613)[主世界]"
7712B13F1934,[MyGO!!!!!] 交易所[主世界],"此领地属于 MyGO!!!!! 合作社的公有领地
交易所[主世界]","[未知:2535409442693219], ImaoyueI, RiverLight38454, Nacho Cat China, DoctorL06, Kaname Rana1597","(3392,-64,5424)→(3503,320,5647)[主世界]"
02901600AFCE,[体育部] 旧资源出生点,"此领地属于 体育部 合作社的公有领地
旧资源出生点",,"(1202,-64,-728)→(1234,320,-698)[主世界]"
E55F261FB3C9,末地城,,,"(981,61,-1519)→(985,64,-1516)[末地]"
b08e4b1c-e7af-483e-8c63-87f7d87d0c21,[体育部] 博丽神社,"此领地属于 体育部 合作社的公有领地
博丽神社",,"(-1766,-64,-99)→(-1682,320,22)[主世界]"
3EAF7148E7A5,港口仓库,,,"(1252,62,414)→(1277,71,435)[主世界]"
FCA1E447053E,,,,"(800,-64,3856)→(959,320,4015)[主世界]"
8FCCF9F0C812,[樱树乡] 合作社 23,[樱树乡] 合作社 23,"Nacho Cat China, Carmen789321","(3056,-64,1840)→(3125,320,1869)[主世界]"
943D5641D0C4,蘑菇岛,,,"(-2819,62,-3651)→(-2752,78,-3571)[主世界]"
F2C56D6C031F,出山遂道,,,"(2792,-64,-508)→(2798,320,-442)[主世界]"
489B98272192,旧梦一场,,,"(1731,72,5641)→(1735,75,5645)[主世界]"
A76CA6F60A0A,[MyGO!!!!!] 恶魂塔生成架[地狱],"此领地属于 MyGO!!!!! 合作社的公有领地
恶魂塔生成架[地狱]",,"(0,0,528)→(143,128,687)[下界]"
A14EDEDF412A,baka家,,[未知:2535418318784690],"(3187,-64,-2552)→(3236,320,-2513)[主世界]"
27e966e5-f9b3-4781-9962-f23f0f11d2a5,呵呵,,,"(-1193,65,-1991)→(-1186,70,-1984)[主世界]"
CA426E876766,,,"[未知:2535427206900898], [未知:2535429241207712]","(-4822,-64,5027)→(-4783,320,5066)[主世界]"
721316ECE10E,空岛（第1象限）,,"[未知:2535409442693219], Kaname Rana1597","(1700,-64,2300)→(1860,320,2392)[主世界]"
A1D06D2554D4,,,[未知:2535465962194809],"(452,62,1589)→(490,93,1625)[主世界]"
2FBBDB554EC8,末地外围2700.13000,,,"(-2711,138,-13027)→(-2701,141,-13024)[末地]"
329D15432F8F,折越,,,"(1031,0,-751)→(1033,256,-749)[末地]"
A6E1B61FD018,Site-CN-06 Area-7,,Soviet Union614,"(3088,-64,-432)→(3247,320,-273)[主世界]"
EE81BCAE1A16,新发现的雪山古城,,,"(-5198,-35,4646)→(-5198,-28,4667)[主世界]"
5ED8629C4581,,,,"(0,-64,3536)→(159,320,3695)[主世界]"
98489906511F,村民交易所,[盖玛特里亚] 合作社 [盖玛特里亚] 合作社 [盖玛特里亚] 合作社 [盖玛特里亚] 合作社 交易所,,"(4304,-64,3328)→(4415,320,3535)[主世界]"
1EF980867370,大使馆后山,,,"(2855,-64,2228)→(2952,320,2322)[主世界]"
5C9AA128B35D,南蛮(?,,,"(2688,62,4621)→(2692,66,4623)[主世界]"
A594D5AA92FD,,,,"(-92,63,-317)→(-52,64,-305)[主世界]"
A584D54AC091,空岛（第4象限x-1）,,,"(1450,-64,2192)→(1551,320,2299)[主世界]"
A485A63BA8D7,古书馆,,,"(-112,-64,338)→(-11,320,466)[主世界]"
BCA878ED33A9,新璃岛 中部,,"TohoYouyouMu, GeeGBot, LacyBarley63167, dfgzaomiao, Heinrich4084, Liqiu36, ShiftedChara449, RiverLight38454, [未知:2535458075746856], xiaoyuan129, HansarDeus, Syndikaze, HuoHua7777","(-1,-64,2142)→(263,320,2195)[主世界]"
D05C4F9DB4A5,雪原假日酒店,$visitor 欢迎光临,"MarIE7943, ZiMo0512","(3800,-64,-834)→(3879,320,-784)[主世界]"
8D1FC99A56FD,远古城市,,htdl19083669,"(-7930,-14,-6855)→(-7927,-13,-6852)[主世界]"
91A793037307,西湖公社,"此领地属于 西行人民委员会 合作社的公有领地
西行镇——西湖公社","Heinrich4084, Kaname Rana1597, ForeverZzz2408, Syndikaze, Qiyushishuji, HansarDeus, TohoYouyouMu, XmNyanCat, [未知:2535444422073232], LacyBarley63167, [未知:2535408954461570], dfgzaomiao, ALEX57152, haaamburger1996, [未知:2535453287059857], [未知:2535458075746856], GeeGBot, Evan52661314, xiaoyuan129, Liqiu36, ShiftedChara449, LeiXiaoX","(-893,53,77)→(-707,110,171)[主世界]"
8AFA7AACF122,,,,"(4285,-64,-2839)→(4331,320,-2680)[主世界]"
E0A120971599,雾雨魔法店,,,"(3256,65,1292)→(3295,83,1324)[主世界]"
DDBF27182738,[卯月村供销合作社] 古城,"此领地属于 卯月村供销合作社 合作社的公有领地
古城","haaamburger1996, ougenduqin, GenunineColt568, LacyBarley63167, Qiyushishuji, MarIE7943, ImaoyueI, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(7481,-27,-10999)→(7488,-25,-10994)[主世界]"
F29FB8A454C0,无缘冢,,"[未知:2535440090978169], [未知:2535452078957456], [未知:2535406955465240]","(3526,-64,2534)→(3581,320,2567)[主世界]"
EAE60D0FD501,菜鸟的另一片地,,,"(1131,-64,799)→(1151,320,819)[主世界]"
f283149e-a1fa-4d29-b1f7-823a37e48cde,[体育部] 村民交易所,[体育部] 合作社 村民交易所,"[未知:2535416578459598], [未知:2535471736122836], AntimatterCorp","(1586,-64,-1567)→(1700,320,-1481)[主世界]"
C43696D8CD40,村民交易所,,,"(160,-64,4176)→(319,320,4335)[主世界]"
5A8B4E53528E,壁垒,,htdl19083669,"(2515,64,-17)→(2516,65,-16)[主世界]"
9263F663B05A,[樱树乡] 合作社 11,[樱树乡] 合作社 11,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2928,-64,1760)→(3007,320,1823)[主世界]"
D274A232A170,,,,"(640,-64,3856)→(799,320,4015)[主世界]"
00CB4E7780D8,,,,"(3028,-64,4487)→(3047,320,4525)[主世界]"
ED7DB05E2A1B,玛莉的矿洞,,"[未知:2535411716292234], DoctorL06, dfgzaomiao, GenunineColt568","(7322,33,8190)→(7331,38,8210)[主世界]"
C6662182A115,劫掠塔,,,"(-4543,-64,1520)→(-4530,320,1536)[主世界]"
2C335F6E5C50,新璃岛 北部,,"TohoYouyouMu, GeeGBot, LacyBarley63167, dfgzaomiao, Liqiu36, ShiftedChara449, ALEX57152, RiverLight38454, [未知:2535458075746856], xiaoyuan129, GenunineColt568, Evan52661314, HansarDeus, Syndikaze, [未知:2535422890699342], HuoHua7777","(-27,-64,2054)→(261,320,2141)[主世界]"
7742234320D6,,,,"(1249,-64,-705)→(1276,320,-669)[主世界]"
DC885B371CD0,霜韵月白酒店,,"mingzhouNB666, [未知:2535435208060217], [未知:2535469693193762], Carmen789321, TanMongR233","(3865,66,-695)→(3912,105,-648)[主世界]"
82D468FF82D8,Urukagina_Base,,,"(3345,-64,2827)→(3413,320,2879)[主世界]"
0C87A49E652E,辰砂的安全屋,,[未知:2535458527442019],"(-3260,-64,-2696)→(-3247,320,-2682)[主世界]"
CDCFBBD4F196,要塞点？？,,[未知:2535462613164805],"(3080,-25,5155)→(3081,-24,5156)[主世界]"
3C5C909095AB,奶龙王的领地,,"ImaoyueI, [未知:2535451695382974], [未知:2535411716292234], DoctorL06","(3882,69,-569)→(3918,122,-538)[主世界]"
D30FAC975B30,你已来到“cc123456789bb”的领地,,,"(-314,73,327)→(-314,77,351)[主世界]"
DB74FFDFC88A,,,,"(2874,70,-2217)→(2876,71,-2215)[主世界]"
6FF4C5778D59,监守者,,ImaoyueI,"(-444,71,-8686)→(-430,74,-8670)[主世界]"
5ED8212F0A58,末地中转站01,,,"(9376,108,8127)→(9382,110,8134)[末地]"
B1C66AE7E544,,,,"(-425,69,519)→(-424,71,520)[主世界]"
863E5EB3BC7A,樱花树,,htdl19083669,"(4459,107,-660)→(4461,108,-658)[主世界]"
4F8BD07E6345,空岛交易所,,,"(1865,135,2219)→(1868,136,2222)[主世界]"
09B500B6FEC5,[樱树乡] 合作社 5,[樱树乡] 合作社 5,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2928,-64,1872)→(3007,320,1951)[主世界]"
0D7AB2A936CE,[樱树乡] 合作社 27,[樱树乡] 合作社 27,"Nacho Cat China, Carmen789321","(3184,-64,1550)→(3256,320,1639)[主世界]"
22C23E7586C6,,,,"(-5791,49,5875)→(-5790,50,5876)[主世界]"
9F2BC8ACDDF9,新闻编辑社,此地是新闻编辑社,[未知:2535433486361033],"(3008,-64,-2093)→(3029,320,-2078)[主世界]"
B4B13BEC35A3,一把懒骨头,,,"(3827,56,3556)→(3830,58,3560)[主世界]"
7C438FA2F4BB,闲人免进,,,"(753,-64,245)→(761,320,255)[主世界]"
AAD9C7A372E4,[樱树乡] 合作社 24,[樱树乡] 合作社 24,"Nacho Cat China, Carmen789321","(3126,-64,1840)→(3183,320,1869)[主世界]"
488D8F1C9E61,蓝凌的家,,,"(3870,30,-748)→(3898,95,-728)[主世界]"
2A941D2EE18D,黑魔女炼金小屋,生人勿近,,"(1622,68,5927)→(1644,81,5945)[主世界]"
AF00A4EA65DB,,,,"(-627,-64,-1083)→(-555,320,-955)[主世界]"
CD6BC91383F3,樱花庄园,,"DoctorL06, ImaoyueI","(3677,70,-603)→(3759,106,-480)[主世界]"
F3071C614088,[星之猫猫商业圈] 合作社 经验塔,[星之猫猫商业圈] 合作社 经验塔,,"(-8384,-64,-8464)→(-8337,320,-8417)[主世界]"
692561C28FE5,[卯月村供销合作社] 刷凋零处,"此领地属于 卯月村供销合作社 合作社的公有领地
刷凋零处","MarIE7943, ImaoyueI, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, [未知:2535409442693219], Stone9328, Carmen789321, TanMongR233","(3628,35,-657)→(3636,39,-649)[主世界]"
BB3BDFB1F5FC,深色橡树,,,"(844,71,2578)→(847,72,2582)[主世界]"
E93631A2D618,,,,"(3619,33,2805)→(3668,57,2836)[主世界]"
AF6C3E0A73E6,,,,"(480,-64,4016)→(639,320,4175)[主世界]"
4D921FA78D35,远古城（非飞行区）,,,"(-1095,-43,1658)→(-1091,-41,1659)[主世界]"
72FBA2BD872E,试炼三（完整的,,,"(65901,-64,61558)→(65907,320,61564)[主世界]"
FA2DB6F78CCC,临时の家,,,"(5221,81,3334)→(5231,90,3342)[主世界]"
D60D6304F005,悬崖,,,"(1686,-64,3095)→(1768,320,3143)[主世界]"
DE7FEE12982E,,,,"(646,60,341)→(656,71,351)[下界]"
8B0B0BB50648,藏宝库,,,"(3152,61,1925)→(3160,63,1926)[主世界]"
3DDBA9098EF4,仓库,,ImaoyueI,"(1940,-64,4431)→(1958,320,4450)[主世界]"
9060097e-5efa-4713-adf5-2d0132998c53,keng,,,"(4057,-64,3651)→(4061,320,3652)[主世界]"
3E9867854CD1,AMElia EMLiy造,AMElia EMLiy造,,"(3448,-64,2865)→(3495,320,2944)[主世界]"
26809461D61A,,,,"(-2096,-64,23530)→(-2090,320,23531)[主世界]"
de93990e-b0e4-4fbc-8e6d-e90f3fc11e39,[体育部] 劳动岛,"此领地属于 体育部 合作社的公有领地
劳动岛",AntimatterCorp,"(1384,-64,-1147)→(1641,320,-1014)[主世界]"
C6AE8F01C9F8,西部边疆区,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
","ForeverZzz2408, Qiyushishuji, Heinrich4084, Syndikaze, TohoYouyouMu","(-1091,47,195)→(-960,121,316)[主世界]"
8D7C7C32F7A0,小豪宅,,htdl19083669,"(2882,61,3738)→(2935,123,3797)[主世界]"
74488E06A8B6,掠夺哨塔,,,"(7097,-64,750)→(7147,320,795)[主世界]"
0AEF4F1C3ADB,,,,"(320,-64,4336)→(479,320,4495)[主世界]"
B255A549E489,启点,,[未知:2535409442693219],"(0,-64,4336)→(159,320,4495)[主世界]"
8FE41945F739,末地,,,"(47,58,17)→(53,60,20)[末地]"
ef179ee7-8f87-436e-a101-f816f1186489,[体育部] 沙城,"此领地属于 体育部 合作社的公有领地
沙城",AntimatterCorp,"(-407,-64,-3075)→(-310,320,-2988)[主世界]"
6710DF4C56BE,[MyGO!!!!!] 凋零骷髅塔[主世界],"此领地属于 MyGO!!!!! 合作社的公有领地
凋零骷髅塔[主世界]","[未知:2535411716292234], Qiyushishuji, ImaoyueI, [未知:2535409442693219]","(56576,-64,60128)→(56687,320,60255)[主世界]"
7A5C312015F4,[Ultroveritas中央委员会] 东樱村 中部,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
东樱村 中部","LacyBarley63167, Qiyushishuji, Heinrich4084, Syndikaze, TohoYouyouMu, ForeverZzz2408, RiverLight38454, ShiftedChara449","(-407,-64,28)→(-373,320,56)[主世界]"
469254082B37,,,,"(-7032,0,-714)→(-7023,128,-703)[下界]"
665C8799ED69,,,,"(2792,-64,4527)→(2842,320,4555)[主世界]"
F44B66F67517,,,,"(640,-64,4016)→(799,320,4175)[主世界]"
b2b44a98-11dd-48b6-b737-e5cff02e5991,,,,"(3442,83,2559)→(3477,125,2580)[主世界]"
0DD1CEF220B0,,,,"(3468,93,5146)→(3497,99,5156)[主世界]"
B38C443B7177,[樱树乡] 合作社 28,[樱树乡] 合作社 28,"Nacho Cat China, Carmen789321","(3184,-64,1472)→(3256,320,1549)[主世界]"
94C3F9A4F19A,难宝箱,寻宝－不破坏,,"(-163,50,-56)→(-119,76,-37)[主世界]"
AA1CE3454239,[小石社]试炼5,"此领地属于 卯月村供销合作社 合作社的公有领地
","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, TohoYouyouMu, Stone9328, Carmen789321, TanMongR233","(-2760,-11,-7940)→(-2753,-8,-7929)[主世界]"
1BBB63FD88A7,==東方犬明湖==,这里是【常世】大厅~,Kelsey3410,"(1982,211,4497)→(2069,294,4602)[主世界]"
62D4E04E32F6,沙洲新区,,"StarFaith2007, Ocean12000, [未知:2535415360473421], Kaname Rana1597","(2111,63,639)→(2129,69,649)[主世界]"
94E852C8F115,,,,"(2903,8,9358)→(2906,10,9358)[主世界]"
83331144416A,公路下方,,[未知:2535463336292287],"(1189,52,211)→(1210,77,248)[主世界]"
9FDC20E685C3,空岛（第3象限y-1）,,,"(1700,-64,2085)→(1860,320,2191)[主世界]"
3C85AC632F3B,Maze,,,"(1769,62,5266)→(1824,108,5317)[主世界]"
1982C9FCD703,魔法使百花庭,你到这来做什么？$n$visitor禁止进入,,"(5863,119,-7876)→(5977,150,-7753)[主世界]"
CBF518B0D82D,西沙湾海滨会馆 【祁钰师公馆】,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
西沙湾海滨会馆【祁钰师公馆】","Heinrich4084, ImaoyueI, ZiMo0512, RiverLight38454, TohoYouyouMu, ForeverZzz2408, HansarDeus, XmNyanCat, [未知:2535411716292234], [未知:2535444422073232], Kaname Rana1597, LacyBarley63167, DoctorL06, AntimatterCorp, Qiyushishuji, Syndikaze, MarIE7943, dfgzaomiao, [未知:2535461964949076], GenunineColt568, haaamburger1996, [未知:2535458075746856], GeeGBot, Evan52661314, xiaoyuan129, Liqiu36","(-877,58,-138)→(-776,113,-78)[主世界]"
2F039D62C62E,山林赋,,,"(3494,-64,2627)→(3510,320,2652)[主世界]"
EAD4A812140F,白玉楼食堂,"此领地属于 白玉楼协会 合作社的公有领地
幽幽子食堂","AntimatterCorp, youyouzi115, Shiroha77, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(3201,-64,-2085)→(3231,320,-2059)[主世界]"
1DB35DB9F5E0,城堡,你好，这里将来是城堡,,"(3035,-64,-2085)→(3085,320,-2020)[主世界]"
EB0B3A0D3534,,,,"(4535,80,4016)→(4537,85,4019)[主世界]"
BE3AC84B8A19,4生成点哨站（未改造）,,,"(4480,-64,-4800)→(4527,320,-4753)[主世界]"
EBCF3AE74F45,,,"ZiMo0512, RiverLight38454","(510,163,-1985)→(535,164,-1975)[主世界]"
7E43D29CF60E,旧主城,,,"(2073,-64,4470)→(2139,320,4546)[主世界]"
30DE3E2D02F3,莱伦尔岛,你好呀,"Carmen789321, [未知:2535458587191427], ZiMo0512, ImaoyueI, [未知:2535443305622838], Kaname Rana1597, [未知:2535464158898895], [未知:2535432240394504], [未知:2535417940510886], MarIE7943, ForeverZzz2408, [未知:2535409442693219], xiakenana, dfgzaomiao, Cattle99, haaamburger1996, Evan52661314, DoctorL06, GeeGBot, Stone5koishi, HuoHua7777, JiuSi0414, DaNaiLong KING, Qiyushishuji, Nacho Cat China","(-3588,60,-3017)→(-3507,80,-2953)[主世界]"
77B5B025CE82,地面传送点,,[未知:2535409442693219],"(160,-64,4336)→(319,320,4495)[主世界]"
DC3E43753F99,蘑菇岛2,,,"(-4352,-64,22928)→(-4240,320,23040)[主世界]"
ADC5C4ECDCE0,末地传送,,,"(2,54,-86)→(12,60,-77)[末地]"
DDE44506E811,木屋,,,"(2695,-64,1954)→(2740,320,2003)[主世界]"
8250D5ADA638,制图师,,"[未知:2535438411385450], coke6263","(66476,62,62237)→(66490,69,62245)[主世界]"
C782F25A0DEF,,,,"(800,-64,4336)→(959,320,4495)[主世界]"
9952D82B41D1,,,,"(480,-64,4176)→(639,320,4335)[主世界]"
14E3A9EBDB57,,,,"(1933,-64,1321)→(1946,320,1327)[主世界]"
880668B4995C,[MyGO!!!!!] 不详之瓶塔[主世界],"此领地属于 MyGO!!!!! 合作社的公有领地
不详之瓶塔[主世界]","[未知:2535434758467532], ImaoyueI, [未知:2535409442693219], RiverLight38454, Nacho Cat China, Kaname Rana1597","(3282,-64,5424)→(3391,320,5647)[主世界]"
CE4F5EE968F6,南部资源点,,,"(4181,-64,16569)→(4190,320,16575)[主世界]"
0a84a544-70bc-4783-9a6e-1202d526d891,H 一颗树苗,,,"(3583,-64,2717)→(3607,320,2735)[主世界]"
F356082E5B55,kq,,NeiGuiYYDS,"(3450,-64,2764)→(3493,320,2788)[主世界]"
fa1df87f-d7fe-4a04-9046-8836faded016,小工业区,,"[未知:2535408769246554], [未知:2535438676731242], [未知:2535467058413756]","(3859,-64,2216)→(3949,320,2324)[主世界]"
A54D4012007A,[樱树乡] 合作社 1,[樱树乡] 合作社 1,"[未知:2535453235347713], [未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2832,-64,1952)→(2927,320,2031)[主世界]"
FAA99311D7FE,,,,"(1866,61,5288)→(1875,73,5303)[主世界]"
1BBA277ED119,[Ultroveritas中央委员会] 东樱村 北部,"此领地属于 Ultroveritas中央委员会 合作社的公有领地
东樱村 北部","Qiyushishuji, Heinrich4084, Syndikaze, TohoYouyouMu, ForeverZzz2408, LacyBarley63167","(-398,-64,-86)→(-262,320,-10)[主世界]"
26BC9AABE306,下界合金砧,,,"(3001,-64,-2403)→(3022,320,-2382)[主世界]"
CA83A2016D5D,,,,"(6745,-64,-4450)→(6746,320,-4418)[主世界]"
378938B297DB,试炼二（紫水晶洞,,,"(66612,-6,62893)→(66618,-4,62899)[主世界]"
B7938B2C8971,,,,"(3254,-64,-2221)→(3287,320,-2154)[主世界]"
A2BFC4DE9A34,东北 18 号,这里是东北 18 号，七罪的小 house 欢迎作客～,"Shiroha77, Dissenotfind","(3134,68,-2085)→(3181,82,-2062)[主世界]"
D5134101C400,[玫瑰岛共和国] 合作社 海上钻井平台,[玫瑰岛共和国] 合作社 海上钻井平台,"wtouou, Carmen789321, SayojiKoishi, TabooAttic15546, mih00him","(580,-64,-380)→(679,320,-281)[主世界]"
C09ECC44DD70,雪地新家,,,"(4616,96,3318)→(4621,102,3331)[主世界]"
08DA4F488AFB,1,,,"(3488,-64,2976)→(3519,320,3007)[主世界]"
AA1BA0BC76D4,[白玉楼协会] 合作社 晶塔,[白玉楼协会] 合作社 晶塔,"[未知:2535470609775135], youyouzi115, Shiroha77, Carmen789321, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(3086,-64,-2081)→(3115,320,-2052)[主世界]"
857A071E07B3,烈焰人,,,"(119,73,1778)→(127,79,1781)[下界]"
B2F73A99F907,末地,,,"(-22,59,15)→(-14,62,23)[末地]"
927EA1A30535,末地传送门,,,"(-2187,14,4073)→(-2184,15,4075)[主世界]"
49DF0CFE8AE6,卯月老家,,,"(3400,63,-1832)→(3429,76,-1808)[主世界]"
0926384A5576,田地,,,"(-65,74,559)→(-36,78,580)[主世界]"
3EF5092E1C91,西行镇东 旧厂职工公寓,,"dfgzaomiao, ALEX57152, haaamburger1996, GeeGBot, RiverLight38454, [未知:2535458075746856], xiaoyuan129, [未知:2535422890699342], Evan52661314, ShiftedChara449","(-470,64,51)→(-453,113,74)[主世界]"
34E3D3B99112,[樱树乡] 合作社 4,[樱树乡] 合作社 4,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2928,-64,1952)→(3007,320,2031)[主世界]"
86e9e95a-9350-4645-9403-094f60e720d6,空地,,[未知:2535409291459246],"(3529,-64,2574)→(3646,320,2701)[主世界]"
3E3F7D6BED7A,[樱树乡] bing1,"此领地属于 樱树乡 合作社的公有领地
bing1","Nacho Cat China, Carmen789321","(3730,-64,380)→(3892,320,515)[主世界]"
1C9B69AFAD20,,,,"(480,-64,3856)→(639,320,4015)[主世界]"
6F6DA5F16BB6,,,,"(640,-64,3696)→(799,320,3855)[主世界]"
5A837CE7FB49,[小石社]试炼1,"此领地属于 卯月村供销合作社 合作社的公有领地
[小石社]试炼密室~","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, TohoYouyouMu, Stone9328, Carmen789321, TanMongR233","(11628,-29,104)→(11649,-27,117)[主世界]"
6F86F7AB14FC,,,,"(2380,-64,2446)→(2401,320,2458)[主世界]"
23B4B609D811,下界绿菌森林,,,"(579,78,155)→(588,80,164)[下界]"
2F82951196A7,[卯月村供销合作社] 末地,"此领地属于 卯月村供销合作社 合作社的公有领地
末地","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, Soviet Union614, TohoYouyouMu, LacyBarley63167, HuoHua7777, Qiyushishuji, Nacho Cat China, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(-2175,15,4066)→(-2171,18,4069)[主世界]"
73D1800530F0,主城,,,"(-149,-60,-131)→(-83,-39,-65)[主世界]"
881489EFE3D5,空岛（第4象限x-1 y-1）,,,"(1450,-64,2085)→(1551,320,2191)[主世界]"
CAEFDF20AC08,指挥塔,,,"(4150,63,-716)→(4214,102,-687)[主世界]"
